DEPTH, NO 6507/7-A-22,NO 6507/7-A-28,NO 6507/7-A-29,NO 6507/7-A-40,NO 6507/7-A-52,NO 6507/7-A-9
490.25,53.4219,74.9106,61.049,70.2448,66.648,40.1532
491,47.502,79.3796,56.1395,74.8855,76.341,37.4354
491.5,55.3385,82.1309,58.1884,69.3367,77.256,39.3021
492.25,60.7796,81.8992,53.5358,74.1705,76.341,35.4812
493,67.6588,72.3051,56.6528,60.6948,82.56,31.4567
493.25,60.3971,73.1161,49.8552,60.605,75.571,37.5833
493.5,63.3833,74.7628,50.9297,65.351,75.571,35.181
494.5,73.2289,73.7307,57.2111,79.4162,76.486,38.0682
495.25,73.4557,72.6717,59.3989,54.0241,71.182,43.2399
495.75,70.6607,69.9779,60.8085,73.1319,75.03,36.037
496,63.6115,67.8893,48.4828,87.7636,59.971,32.7606
496.5,63.436,71.1787,52.0561,77.4518,64.61,36.1287
497.5,64.7888,75.9898,51.8726,92.961,64.526,32.9317
497.75,69.1727,73.7403,54.2555,88.5641,64.526,36.377
498.25,76.3967,73.2262,58.7211,97.8154,71.682,31.9989
498.75,72.3021,75.6593,64.2302,89.5686,71.682,33.3389
499,77.2417,77.9538,70.5437,80.7795,74.822,34.024
499.5,58.3357,77.2842,72.4979,85.7767,71.557,36.1475
500.75,59.0954,79.269,72.6476,84.2771,69.643,36.3767
501,59.2612,77.0004,65.1599,78.1863,79.523,49.5961
501.25,59.4234,75.8288,68.5823,78.8675,80.875,36.6694
501.75,61.1278,79.7271,64.42,72.1665,79.523,46.8556
502,60.8448,81.241,58.4584,86.8405,71.182,44.686
502.5,68.1326,79.5115,64.212,79.8495,81.707,50.0827
503.25,66.35,75.9786,58.6858,85.282,71.182,45.3677
503.75,61.1077,77.5793,62.3664,87.3577,72.93,39.3949
504,59.2543,76.9972,58.7829,93.2266,75.03,36.9502
504.25,58.8816,76.2968,60.0028,88.3891,75.966,34.2119
505,59.0813,72.6128,70.6104,82.4018,70.85,41.88
505.5,52.1821,71.4765,66.3033,89.4816,75.155,40.4661
506.25,55.1037,68.0054,70.4305,74.0229,70.85,41.4682
506.75,51.0364,68.4039,75.2371,83.0569,70.6,43.4485
507,56.8213,69.0423,80.1143,76.1884,57.87,40.8789
507.25,58.3154,70.4674,77.2529,77.4704,69.082,45.4606
507.5,58.3778,72.3065,77.1363,68.8683,69.082,44.4604
508.5,64.18,82.9667,80.9698,71.6836,73.346,34.0499
509.25,54.3723,95.2115,74.074,81.5238,61.635,35.0272
509.75,52.325,105.0535,67.6184,80.0579,62.051,31.7682
510.5,64.6753,105.9923,59.073,97.3485,71.682,43.2199
511.5,60.7098,99.7657,54.8032,87.3585,71.682,49.3503
511.75,50.4609,98.2154,56.7942,81.0783,71.682,47.9299
512.25,46.2599,87.0268,56.6056,89.5465,78.795,45.1804
512.75,41.5899,79.3092,56.3386,92.1509,78.379,38.6793
513,41.5741,77.1471,50.0622,95.3454,69.165,30.2761
513.5,34.849,79.4437,51.5205,86.4089,73.346,36.9025
514.75,31.7861,81.5357,46.6127,97.2012,72.93,29.831
515,28.3144,80.5839,54.5287,78.462,76.278,35.4105
515.25,24.2814,79.8081,49.038,85.4649,68.957,33.6151
515.75,29.3257,76.9795,52.7345,85.2409,76.278,35.4002
516,24.8625,73.855,52.3044,74.6775,63.32,36.2682
516.5,38.6263,66.2732,54.2466,82.8739,64.568,35.9959
517.25,34.9334,65.9931,52.7579,82.1656,63.32,35.3639
517.75,35.966,73.9138,50.0267,88.4736,61.011,37.0618
518,32.9426,76.6558,49.5185,82.7841,45.744,30.0575
518.25,28.5315,76.4449,49.7557,82.1874,53.835,39.0677
519.5,46.0545,69.936,49.7652,83.3615,45.744,26.9089
520.25,26.6146,62.1627,47.4457,80.2613,52.442,30.5077
520.75,29.3819,53.9021,46.8802,89.8277,61.635,25.5962
521,29.794,50.7555,53.9303,98.7821,49.925,25.5495
521.25,29.4917,47.155,50.7456,98.0905,63.736,23.404
521.5,29.2024,43.4205,52.4679,97.273,63.736,25.8642
522.5,30.2336,35.8173,54.3985,107.5446,47.408,29.6135
522.75,35.4977,35.5523,54.4725,109.5409,47.408,33.0804
523.25,29.9434,34.7851,54.1587,105.7212,45.744,29.5954
523.75,19.8772,37.3538,53.1752,105.2613,32.91,27.7306
524.5,26.0204,37.8882,51.2059,81.2213,30.955,29.8942
525.75,26.9171,43.1725,46.4915,67.374,32.349,25.8657
526,24.5012,40.8039,51.574,72.633,33.742,18.8404
526.25,27.3623,38.2611,50.7673,67.5776,43.227,26.4122
526.75,28.3685,37.987,52.979,75.2043,33.742,20.0962
527,26.7372,39.045,51.5533,74.7508,34.866,32.8931
527.5,30.4906,42.3758,48.7721,71.3643,36.53,21.3999
528.25,24.2476,40.7836,53.3335,67.3629,34.866,33.1925
528.75,28.9967,39.6181,54.7942,55.8497,33.472,32.115
529.25,37.5942,37.3226,57.7018,45.5959,31.517,31.8799
530.5,38.4796,41.1241,55.8741,51.7853,35.198,31.5722
531.25,30.5127,47.3249,51.9169,49.9981,37.382,23.7839
532,27.0916,49.1199,59.7865,37.1928,48.677,21.8033
532.5,30.9604,50.0723,56.8314,49.2442,39.878,24.8026
533.5,39.0584,51.3549,58.8155,38.1701,45.453,21.2504
533.75,36.1424,51.9426,56.4142,36.6634,45.453,22.1654
534,32.0859,51.7859,45.5852,40.0848,47.824,23.5503
534.25,33.2525,51.2962,53.1119,48.5875,45.182,24.2758
534.75,35.1695,46.5289,48.072,39.7021,47.824,23.1584
535,37.1434,43.4104,50.7779,36.4012,51.09,23.3703
535.5,42.3707,39.0076,48.0704,40.8873,55.77,24.2407
536.75,40.1191,40.1447,48.959,46.5752,48.24,28.5491
537,44.4987,38.1815,56.7307,54.4698,38.63,31.6706
540,30.999,35.5587,52.0519,48.4346,49.093,42.3892
540.25,32.6226,33.804,54.981,64.4644,48.24,40.8781
540.5,38.1527,33.9767,51.4695,56.8041,48.24,40.5241
541.5,49.917,36.3349,53.9443,47.4884,43.851,34.1793
542.25,45.4182,41.854,48.8886,51.5044,40.71,34.0222
542.75,44.1389,46.0585,47.2849,52.3632,39.608,34.6897
543,38.6482,46.4413,38.9478,57.5483,41.147,29.0762
543.5,38.3556,43.3462,39.4301,50.2746,45.328,31.1378
544.75,54.2084,39.6394,53.6083,69.4831,33.056,29.8113
545,60.9963,40.0265,81.0125,52.0898,41.979,27.2931
545.75,66.5615,41.8257,78.3445,53.9363,41.979,27.9219
546,66.2471,41.6575,81.227,52.1269,39.546,25.7919
547.25,55.6287,43.3035,78.8729,62.3248,39.546,23.8698
547.75,56.267,52.1385,80.024,66.9479,40.939,33.1047
549.5,82.4821,56.4237,92.9974,50.2932,46.576,27.0192
550.25,98.3534,58.0237,97.478,60.694,43.518,33.775
550.75,100.629,55.7312,102.1623,67.4969,35.822,32.5695
551,102.8371,56.1548,130.9377,75.4899,52.982,34.8538
552.5,123.5275,57.5691,133.8504,86.027,22.136,39.0419
552.75,119.3428,54.2489,135.8509,88.6116,22.136,39.8954
553.25,133.5913,47.8453,140.456,78.5412,56.206,36.7848
553.75,131.3079,47.5668,141.1471,86.9351,51.88,30.5136
554.5,130.7134,50.0191,130.5772,78.5685,53.274,34.0883
556,130.4473,68.2847,138.7394,68.7137,57.454,42.4778
557.5,134.9713,69.4156,135.8615,69.2846,50.133,39.7096
558.75,116.9237,52.7515,115.1675,70.5253,49.093,36.1226
559,114.4146,50.7649,110.3334,80.0269,44.912,50.7123
559.25,116.6066,49.6682,112.3065,73.3357,15.459,39.0025
559.5,124.9836,48.3504,111.1198,71.0386,15.459,42.5509
560.5,101.032,44.723,111.0706,66.3514,47.408,55.4443
564,124.6351,58.0635,119.7826,64.7282,39.046,79.9478
564.25,126.639,56.164,107.3083,55.8908,38.214,73.2036
564.75,152.7274,51.5412,114.3403,61.3985,39.046,77.9553
565,156.9156,50.023,97.4483,55.012,33.618,89.7796
566.75,126.7743,49.3797,95.2069,56.6101,32.64,89.818
567,126.7072,49.1407,90.3167,37.8444,41.563,102.9784
569.25,114.4305,52.4751,84.1606,32.7606,43.789,94.4622
569.75,102.3941,55.7663,90.1276,37.6389,49.093,99.129
570,90.7147,57.8902,81.373,42.7176,51.589,96.9149
570.25,96.276,60.5915,87.0545,46.6223,40.502,96.3481
570.5,111.478,63.6384,83.3323,48.8963,40.502,95.0023
572.25,124.9296,52.0229,83.485,50.1264,54.106,85.6472
572.75,115.5943,50.4573,79.6165,50.8114,53.066,75.3807
573,110.9519,52.1046,62.5102,39.2148,47.408,72.704
573.5,123.5648,57.0036,67.3471,43.8208,51.173,76.8818
574.75,105.245,46.0961,58.513,41.0688,49.259,71.156
575,96.919,43.8215,59.4864,36.6031,40.294,73.2694
575.25,92.0308,43.5563,59.9652,41.2907,50.341,73.4881
575.75,98.0383,40.7151,59.3095,41.7017,40.294,71.5131
576,105.6799,39.9897,53.3761,23.5848,45.744,95.9973
576.5,82.3166,39.7887,58.0295,34.5412,41.23,79.6161
577.25,81.1829,45.2696,52.9129,28.9137,45.744,97.8872
577.75,74.9829,51.0581,52.334,30.6504,44.059,93.3773
578,73.0049,55.7746,42.5139,32.0943,43.789,82.5487
578.25,69.9692,57.5343,49.469,32.0078,47.699,93.2218
578.5,65.7915,58.775,46.9483,39.0678,47.699,92.1977
579.5,63.3021,50.7271,47.1219,39.915,41.563,81.8624
580.25,65.511,49.5443,48.9197,46.1093,41.563,88.6532
580.75,65.995,46.8647,49.757,36.5432,53.274,92.3499
581,62.2436,45.1543,60.4856,28.5036,53.274,80.5193
581.5,63.8501,43.5321,58.7667,35.8639,56.622,87.7154
583.25,31.8062,33.3923,59.3427,35.3178,46.784,73.5449
584,42.1591,31.0869,73.6773,48.9761,44.059,63.8104
584.5,47.6936,32.9136,73.0736,56.7112,42.395,71.2003
585.25,69.8269,37.1298,73.9608,44.5207,44.059,66.8206
585.75,73.0255,40.2453,76.6394,46.3401,46.576,75.3614
586,69.3583,42.1956,69.8577,42.5465,40.086,85.3039
586.25,66.3106,42.8685,77.4853,50.0083,52.442,76.6055
586.5,68.9495,42.9385,76.7875,46.062,52.442,79.5364
587.5,43.8823,39.6527,55.4517,42.4067,43.227,75.1137
588.25,48.6167,40.5428,50.7772,52.1889,44.912,70.3397
588.75,60.0867,37.8925,52.4741,41.7766,48.24,73.1524
589,66.9944,39.2362,56.1631,44.5634,36.259,74.6748
589.5,78.2075,38.9191,56.1631,40.8671,46.576,76.0374
590.75,75.1854,36.2431,55.5167,49.2939,35.698,72.0156
591,76.5197,36.2061,55.5001,46.4988,32.349,64.1999
591.25,80.5463,35.3987,52.4986,42.6693,38.776,68.7078
592,88.5308,32.4286,66.7563,39.8533,36.01,52.5778
592.5,81.2971,35.4304,58.8645,45.4104,32.141,52.0709
593.25,72.4016,43.7214,68.4459,42.8031,36.01,52.2224
593.75,64.9368,45.4811,68.8139,44.2401,34.616,46.5457
594,60.8003,45.1244,73.8386,73.8266,50.362,47.0242
597,66.4096,63.1207,66.3798,64.6404,121.373,54.886
600,71.3211,77.7069,62.9833,115.3538,115.466,35.3674
601.25,64.3023,126.8081,67.6219,126.5704,115.466,36.2143
602,79.3401,134.5044,77.7571,149.3014,100.968,45.7673
602.25,76.2312,134.9938,81.9953,164.6991,95.602,38.9481
602.5,72.12,134.3163,83.1593,160.0067,95.602,42.397
603.5,70.0297,133.1261,68.5566,133.1642,87.386,40.1646
603.75,63.9305,134.4836,67.9194,132.3596,87.386,40.6397
604.25,76.4202,133.2265,73.8474,115.0109,93.002,42.9563
606.75,58.7364,119.9848,66.1444,122.4168,98.722,42.5499
607.25,60.4372,125.1759,66.601,120.9394,94.166,39.3656
608.5,65.4853,134.2959,68.8907,130.7712,91.899,45.0425
617.75,45.7995,101.387,59.3512,92.7396,107.811,50.255
618,40.5948,99.489,50.6969,93.1699,101.28,54.6193
618.5,30.6018,97.3685,55.9456,106.1977,103.36,58.7422
619.5,38.3496,93.5966,44.5409,89.155,107.52,58.2365
619.75,43.3512,91.7011,44.0919,84.7353,107.52,59.9918
620.25,48.3166,83.3028,45.4303,74.0196,105.44,57.9632
621,58.411,71.5721,46.403,72.034,84.64,55.6773
621.5,61.2531,69.4459,39.7391,85.1269,76.694,52.4606
622.25,61.527,65.8557,55.5225,67.7257,84.64,56.5589
623,47.6658,58.9363,69.6361,53.8106,71.827,53.0967
623.25,48.8506,58.9854,71.8353,62.8383,86.72,57.7706
624.5,45.2533,59.739,69.5568,58.0625,58.848,50.5236
628,77.1226,47.7202,96.6137,52.8036,39.878,45.9078
629.5,35.7406,52.6372,88.1324,39.5897,15.21,43.0746
631,55.3991,59.2292,56.5734,51.8223,21.47,51.91
634.5,45.5699,61.0697,61.8799,60.784,24.819,43.7331
636,96.4876,47.8842,79.1099,63.7767,40.294,38.4365
636.25,107.675,41.23,72.4218,49.8226,50.757,36.4803
636.75,117.4132,28.7543,77.3557,56.9409,40.294,37.1741
644.25,139.1966,39.1125,71.6593,82.193,41.563,40.3431
645,154.0454,35.7324,64.2527,84.1986,36.259,43.7758
647,125.4465,46.0573,67.0375,42.0215,39.878,49.8305
647.75,142.2211,44.4133,68.2261,62.4867,39.878,52.3372
648.5,152.1815,52.0639,63.4101,45.3294,34.866,42.8293
652.25,48.4255,73.1335,58.4275,69.923,19.099,50.3728
655.75,29.5528,69.082,55.0621,56.4895,57.662,80.3026
656.5,33.446,69.2626,53.8585,78.263,52.858,74.1142
680,47.8625,29.9216,92.9323,93.6024,68.333,42.8421
680.25,55.1911,31.4529,84.6682,100.7806,52.442,49.525
680.75,49.2634,42.0897,91.2061,96.5916,68.333,45.686
681,49.611,53.0425,94.9537,80.8501,68.333,50.8696
685.75,60.4254,56.7796,81.9254,133.1824,49.363,39.883
686.25,61.7946,54.6952,84.1011,150.8686,58.286,40.0877
689,77.9054,97.8993,79.705,57.4102,46.68,41.3496
689.25,79.6579,90.4117,82.5584,100.9964,42.395,42.1585
689.5,82.6689,82.9045,81.1287,90.8954,42.395,43.7434
691.25,104.4123,59.8633,89.633,71.2147,46.576,43.8023
691.75,111.6767,59.0474,100.4015,60.285,41.563,38.8191
694,113.0188,51.8292,103.4201,90.8656,43.227,45.1106
694.75,113.1309,54.4511,103.5902,97.1834,43.227,42.7908
695,114.6246,54.7049,95.7132,80.4813,39.462,46.2859
695.5,114.4851,54.4657,96.7422,70.5646,47.408,45.6942
696.25,126.9932,53.7701,97.735,76.91,39.462,49.7249
699.75,86.768,63.1361,94.885,72.8867,50.486,57.2743
700.25,86.1866,61.1216,91.3653,71.9039,45.744,57.6727
700.5,83.0533,56.9987,90.4041,80.8362,45.744,59.4648
720,81.1597,48.7644,117.6753,55.82,44.392,75.1624
720.75,85.7752,46.5652,119.0479,57.389,44.392,74.8719
721.5,59.6956,45.384,113.1903,52.4165,24.341,75.9257
723,57.3513,40.1664,128.0957,66.3304,46.742,63.3836
723.75,69.8701,46.5756,126.0006,63.6293,46.742,63.2149
724.5,67.8741,47.5833,130.4629,61.0485,52.15,62.4806
726,82.245,51.241,122.0675,67.4007,68.333,59.6576
727.5,112.3615,52.1291,122.4989,60.7371,39.15,63.7568
743.75,94.3205,60.8281,100.6933,104.1326,36.259,59.9369
746.75,80.7059,73.5878,58.5501,93.1308,53.274,55.6155
749.75,108.9369,74.4903,85.6862,148.0339,51.589,68.9258
751.75,118.2466,67.0662,85.4917,120.8998,64.568,76.5943
753,151.2635,76.5055,86.787,104.1894,77.901,82.0373
753.5,155.5579,74.1211,82.4214,110.6362,73.346,81.1453
754.75,169.5958,49.7144,90.6472,92.2653,80.251,77.6443
755,178.1031,51.7446,86.2508,92.0317,77.526,86.5334
755.25,182.8708,55.1193,91.3293,85.3997,73.346,82.0088
755.75,180.2407,63.4339,87.9485,94.51,77.526,82.4191
756,175.6785,63.1887,90.6595,42.0281,69.165,87.3409
756.5,188.2381,62.1525,86.9765,65.5556,80.043,84.5238
759,155.3925,97.4504,95.8198,42.2462,72.888,89.7551
759.5,142.6452,95.5727,99.4218,49.4474,65.816,88.6282
760.75,154.3596,77.9743,97.215,16.2822,67.501,99.7665
761,149.4404,77.996,100.3605,16.4243,58.494,105.0843
761.25,160.8902,77.4094,100.1472,21.0822,75.03,97.6696
761.75,154.8551,81.4904,100.8122,18.5001,58.494,100.981
762,154.9709,81.0607,102.1533,23.5362,64.984,115.7434
763.75,131.5171,86.891,103.4303,20.9144,46.576,109.7382
764.75,121.4814,76.148,97.985,28.5271,44.621,101.1715
765,126.2713,73.5687,93.426,136.2775,58.286,92.8436
765.5,136.3804,72.7636,95.2796,50.0149,48.24,96.342
766.5,109.2672,72.3165,89.8905,141.7146,52.712,90.3371
766.75,104.1977,70.9253,89.5593,145.4388,52.712,92.4657
767.25,107.8351,70.7709,89.8333,146.1737,42.395,94.4544
768,131.0237,68.6729,83.2442,185.2561,53.69,96.2282
771.5,86.2623,60.1575,95.6585,169.5228,67.272,85.1161
774,123.5458,58.4324,93.9458,240.0963,78.442,84.1748
774.5,121.6256,61.9814,95.5358,228.8523,57.6,78.798
775.5,110.9271,72.8596,93.4222,245.0599,75.238,94.4765
775.75,114.3195,77.4168,94.5572,230.5914,75.238,97.7636
778.5,106.7575,78.9297,89.8088,171.4823,95.102,108.882
779.75,114.1261,76.206,98.608,158.7608,59.971,104.4008
780,120.3222,81.6569,102.1332,154.296,68.333,103.3258
780.25,127.6404,85.1218,103.5572,157.0955,95.144,98.7114
780.5,128.4309,86.8973,103.4772,157.1743,95.144,98.3154
781.5,123.7731,89.2341,102.7341,140.1303,49.093,92.1953
782.25,121.6204,94.8258,103.2606,152.0715,77.63,88.8755
782.75,122.1032,102.9523,101.3474,157.1648,76.694,103.4718
783.25,115.2426,105.9727,101.3539,144.0667,68.333,100.3014
783.5,115.7648,106.6919,100.756,136.9377,68.333,99.7537
784.5,129.3482,106.0878,98.6689,124.4148,69.165,95.1016
787.5,112.2513,136.8113,92.0802,140.5949,25.651,101.0602
788.25,116.9612,148.4443,92.7164,130.169,64.152,82.726
796,161.2532,127.3941,97.8287,146.1635,88.405,83.8432
797.25,170.7142,122.7751,98.711,145.1034,88.405,81.5046
798,159.5645,106.1492,101.5112,89.9857,93.438,68.1446
798.25,162.1888,98.2021,100.0688,75.7795,84.224,74.8457
799.5,123.8215,74.3684,104.5247,96.6535,93.438,70.3822
801,148.0512,91.9691,100.4716,111.1114,72.098,78.1397
801.75,170.0122,71.3587,101.468,118.6313,72.098,77.2828
802,162.8353,68.653,99.4736,97.8573,77.11,78.5516
802.5,149.9879,92.9507,99.7079,107.6935,77.859,80.5801
803.75,141.1775,135.0983,95.9757,119.1365,81.707,82.256
804,140.699,133.665,96.9017,101.0297,111.93,75.5623
804.25,141.1083,131.7504,93.9761,104.5377,105.565,77.3662
804.75,148.543,127.3783,95.5775,102.2944,111.93,75.9621
805,135.0684,125.1428,101.2768,73.6377,111.285,71.3536
805.5,122.4286,119.5312,100.0633,94.4313,109.33,74.1796
806.75,106.5777,103.7713,97.3343,75.5445,74.386,70.1194
807,106.9532,104.5138,66.9978,105.7924,81.437,77.4174
807.75,100.2513,100.3831,77.6605,101.5673,81.437,73.765
808,111.6181,101.3094,69.8624,96.3508,80.605,77.9866
808.5,146.0102,103.6678,64.2962,109.1769,85.909,80.2609
809.75,164.3544,102.6236,90.9274,83.7801,89.674,66.7528
810.25,172.0358,95.4927,96.5205,62.1182,85.472,78.0468
811,146.2897,83.9778,98.0253,40.6398,82.83,74.7304
811.5,123.5837,85.2682,93.1364,37.5922,95.664,78.5356
813.25,139.0931,99.5767,95.7963,83.3579,93.854,80.7778
816.75,123.606,97.7613,104.6322,116.7252,76.424,60.9919
817.5,113.9758,98.8143,92.1761,105.3525,73.346,54.8594
819.75,104.8721,90.8955,97.5584,107.4289,62.051,90.6271
820,96.4155,89.5132,99.9168,119.3068,62.197,87.4639
820.25,92.673,90.1922,95.3538,120.114,66.939,87.3915
821,99.0654,98.2628,98.1841,111.9031,76.902,90.0736
822.75,103.0469,77.7979,94.8766,100.5173,75.654,91.5279
823.25,99.0629,62.1295,94.4848,91.6898,80.314,91.8289
823.75,91.0699,59.1038,98.6995,97.4127,80.043,95.912
824,87.2118,64.4879,94.2693,112.6315,73.658,95.2768
824.5,73.141,82.8417,98.251,99.012,80.043,94.156
825.5,88.5596,103.6765,88.4446,122.4064,76.694,93.7345
825.75,96.5091,102.3829,86.6614,122.1233,76.694,96.4337
826.75,100.2517,94.4709,95.5054,117.6554,82.56,99.4826
827,99.0248,94.9626,100.2298,123.3146,69.997,93.5561
827.25,102.9751,96.7364,98.6739,119.1111,71.952,92.8784
827.5,105.4611,95.5747,99.9932,121.2386,71.952,92.7842
828,90.1924,95.3803,98.3421,113.5943,66.648,92.0415
828.5,86.6791,92.3608,98.7758,115.1081,78.088,95.5378
829.25,99.0439,88.3365,98.502,118.8036,66.648,91.7097
829.75,106.2733,85.9195,94.7642,115.9714,59.971,94.4206
830,104.741,87.6691,93.0487,123.6619,68.333,88.1728
830.25,103.2051,90.1301,90.7652,113.8295,57.454,86.3056
830.75,101.8099,94.4841,92.0151,125.6517,68.333,81.2543
831,104.937,93.9427,96.6984,118.4332,72.784,98.2532
831.5,105.8298,87.027,95.5412,120.0402,72.514,94.7816
832.75,121.3733,87.5132,94.5623,134.019,77.526,90.8248
834,118.5247,91.4838,97.2922,125.4849,63.32,87.9165
836.25,103.6309,98.8088,100.9811,123.1449,79.835,91.7331
837,96.8042,98.318,109.5833,115.055,62.467,100.8317
837.25,100.9129,97.9354,99.9188,120.6692,58.578,91.1907
838,115.4002,94.5043,110.8246,104.5527,77.526,108.6598
838.5,112.7086,91.6657,109.4347,128.1129,59.118,101.2378
839.75,126.5126,70.7814,112.5518,95.3637,70.85,114.7563
840.25,115.352,48.1425,113.8491,99.0808,86.741,107.7463
841,124.3232,39.609,144.8758,166.6288,66.648,105.0019
841.5,122.8091,56.3814,130.0066,152.672,83.392,97.0006
842.5,123.8401,91.9609,147.7241,152.1419,66.856,100.0623
842.75,126.4256,94.6096,147.2684,140.0728,66.856,98.7661
843.25,132.3184,99.6783,141.9466,128.8757,67.501,101.5336
843.75,124.1229,101.0946,138.068,125.8657,62.467,96.7698
844,119.6143,99.565,132.6222,104.5313,57.454,91.4716
844.25,122.999,98.2154,138.4224,130.121,66.107,92.1884
844.5,124.1103,97.5008,137.043,128.161,66.107,91.9841
845,114.6944,97.8579,129.1085,111.6464,66.107,84.4587
845.5,106.3719,99.2866,129.7083,105.0475,57.454,90.988
846.25,119.4176,99.6292,130.0305,115.8793,66.107,72.3829
846.75,100.1404,97.7043,132.1873,113.2988,73.346,67.7206
847,103.7274,98.0884,129.9114,99.8404,80.043,82.9226
847.25,106.0143,96.5959,133.8797,109.2545,75.862,76.7907
847.75,105.0673,93.3851,132.4693,107.9003,80.043,78.2375
848,105.4311,95.7774,120.5436,91.5086,70.413,88.1972
849.75,109.857,102.255,119.0629,70.8225,68.333,88.8013
850.25,113.043,103.1222,111.27,47.708,57.454,85.9536
850.75,109.7859,107.7978,106.3451,53.8458,62.051,76.5791
851,107.0615,110.6982,103.3755,91.6447,67.501,88.0081
851.5,104.1709,110.917,103.3668,76.2667,77.526,88.006
855,102.3743,109.8453,86.0349,103.1202,73.346,91.9583
855.5,94.9372,110.5086,85.6,91.9985,76.133,89.1089
856.25,108.0556,104.821,86.7568,98.9824,73.346,93.644
856.75,111.4231,95.2405,95.9505,96.9125,83.662,92.4402
857,111.0469,89.4348,95.6917,91.2238,77.256,83.8922
857.25,109.2126,83.3247,104.1621,91.559,73.346,87.8628
857.75,115.6719,78.3759,99.1502,88.5194,77.256,77.9514
858,116.9776,79.5101,84.3872,90.546,64.984,87.1329
858.5,116.3425,85.0256,91.7009,87.592,75.862,87.1715
859.5,110.0555,96.8335,79.5723,86.8817,69.435,88.5457
859.75,111.828,100.9932,77.9605,78.1421,69.435,90.4052
860.25,115.5282,104.8855,76.4636,88.7065,73.075,89.3145
860.75,111.0533,95.0696,78.8981,74.4972,77.526,87.535
861,105.1496,84.6548,80.9896,83.8624,71.682,83.6662
861.25,112.7516,73.3337,78.2853,81.3369,75.03,90.5265
861.5,116.9625,60.9881,77.7016,95.8358,75.03,88.1036
862,110.743,48.4591,92.5516,92.9256,67.501,96.6338
862.5,110.2139,63.3208,86.8344,89.3488,73.762,90.2286
863.25,107.4385,98.0574,90.588,91.6028,67.501,96.8365
863.75,98.0659,100.9783,82.2497,94.0367,76.694,97.587
864,98.973,98.6933,77.2362,86.3769,69.581,90.1962
864.25,101.2102,96.7241,77.3985,87.3671,75.301,97.3304
865,111.3925,96.447,67.4314,96.3305,75.03,70.8083
865.5,106.0636,98.6457,75.8695,93.7693,69.997,79.2588
867.25,110.5637,95.397,78.2108,101.6212,75.862,83.5532
867.75,104.6884,95.9463,84.5446,92.3973,72.514,86.1298
868,107.5265,95.629,80.8137,77.4068,82.56,90.472
869.5,122.0238,84.6452,81.9576,88.607,70.413,88.2328
870.25,116.1033,74.2306,83.0011,107.0546,76.986,87.1886
870.75,125.6812,75.1209,80.045,95.1557,78.379,80.5748
871,125.8655,77.6826,83.4082,89.6351,84.786,80.391
871.25,124.6282,82.6687,80.488,91.3093,75.862,81.4854
871.5,122.1333,87.5568,80.288,94.4131,75.862,79.1139
872.5,124.2845,97.9133,87.79,91.8349,68.333,81.924
873.25,125.3364,99.9008,84.4953,96.7324,68.333,82.1755
873.75,132.6026,99.3688,77.6833,93.2295,77.526,83.0337
874.25,130.9868,96.753,76.3385,92.731,75.862,86.1836
874.75,143.0887,91.5502,77.6146,87.1848,81.437,84.7175
876.5,127.6909,92.0626,83.79,98.4261,80.875,85.7342
877.25,121.2725,100.17,87.622,101.617,71.952,81.1335
877.75,128.0152,99.5697,88.5515,105.0218,75.862,81.7426
878,128.1844,97.7483,86.9039,109.3234,74.178,88.5289
878.25,127.4813,95.9761,84.4485,97.6462,77.11,90.441
878.75,122.5748,89.8166,85.2842,109.9812,74.178,88.7996
880.5,106.8758,96.1959,95.6622,81.1422,64.984,85.8131
